verse_key,yns,fr
1TI.4.15,"Pà mpem angye unsà indiir abi, pà mɔ̈ɔ̈ angye wanswà unsà isal angye, waa baar banswà bàyàman naa isal angye kyàmukyà usà.","Occupe-toi de ces choses, donne-toi tout entier à elles, afin que tes progrès soient évidents pour tous."
1TI.4.16,"Kal kà igyɛɛŋ ntɔn ngye ŋakwo anà ntɔn alɔɔŋ angye. Kal aŋàtsim unsà indiir abi byanswà. Kya ngye asàkyer abun, ngye ayàtswà mɔ̈ɔ̈ angye ŋakwo anà wà baar bàfaweem.","Veille sur toi-même et sur ton enseignement; persévère dans ces choses, car, en agissant ainsi, tu te sauveras toi-même, et tu sauveras ceux qui técoutent."
1TI.5.1,"Twon aŋän a ngwal baal aŋànün, wɛɛ un'lɛɛl asànaa taaràŋà. Awɛl atö asànaa atɔŋ.","Ne réprimande pas rudement le vieillard, mais exhorte-le comme un père; exhorte les jeunes gens comme des frères."
1TI.5.2,"andweer akaar asànaa bàmaa, asyee asànaa ampääŋ, unsà mpem aŋàbwaŋ.","les femmes âgées comme des mères, celles qui sont jeunes comme des sœurs, en toute pureté."
1TI.5.3,"Asyäŋà akweel adim, akweel adim abà bàndandaa aŋàyen.",Honore les veuves qui sont véritablement veuves.
1TI.5.4,"Wɛɛ, isàkal naa un'kweel un'dim mwɛy we anà baan itàkal atil, wɛy ba bàtwab atàlɔŋkà musyääl làkwikilà aba u ndwà aba ŋakwo anà mufuur ibay akà aböör aba. Awà undiir ufàkyey Nzam.","Si une veuve a des enfants ou des petits-enfants, quils apprennent avant tout à exercer la piété envers leur propre famille, et à rendre à leurs parents ce quils ont reçu deux; car cela est agréable à Dieu."
1TI.5.5,"Un'kweel un'dim a ndandaa awà aŋàyen, afàsà làkyän ande amu Nzam. Nde afàsin aküünà u ndɔ̈ɔ̈m anà u ngyamàkà mpib anà mwäänà.","Celle qui est véritablement veuve, et qui est demeurée dans lisolement, met son espérance en Dieu et persévère nuit et jour dans les supplications et les prières."
1TI.5.6,"Wɛɛ, wunà akwà afàsyääl ilään a ndür, nde wàŋàkwà itaan, itàkal naa nde wà anà mɔ̈ɔ̈.","Mais celle qui vit dans les plaisirs est morte, quoique vivante."
1TI.5.7,"Le indiir atsuŋ ngye ba, ntɔn ba bàkɔ̈ɔ̈n apɛl.","Déclare-leur ces choses, afin quelles soient irréprochables."
1TI.5.8,"Isàkal naa mbuur ufàbay anki atɔŋ ande, sin sin baar a ndwà ande, nde kan'kɔɔb làkwikilà ande, nde kan'söön mbuur akɔ̈ɔ̈n làkwikilà unsà ube.","Si quelquun na pas soin des siens, et principalement de ceux de sa famille, il a renié la foi, et il est pire quun infidèle."
1TI.5.9,"Musɔn ikɔb a un'kaar unsà itsuŋ a akweel adim, nde akal àŋàkölà mbul an'kwem an'syaam, anà kàkäl un'kyay a un'dim mwɛy mpɛl.","Quune veuve, pour être inscrite sur le rôle, nait pas moins de soixante ans, quelle ait été femme dun seul mari."
1TI.5.10,"Wɛy nde ukäl un'kaar awà bàyöb isal ande byà ntsà: kàbɔɔŋ baan ande ubwaŋàbwaŋ, kàfawalà baar u ndwà ande, kàfaywɛyà in'kɔl a aŋàlàkwikilà, kàbayà aŋangyɛb anà kàfakyerà undiir wanswà wàŋàbwaŋ.","quelle soit recommandable par de bonnes œuvres, ayant élevé des enfants, exercé lhospitalité, lavé les pieds des saints, secouru les malheureux, pratiqué toute espèce de bonne œuvre."
1TI.5.11,"Wɛɛ akà akweel adim abà asyee, twon an'kyey mukasɔn. Ntɔn, umpal ifàsɛnà ilään a ndür aba, ya ifasiinà mufàbääl, waa bàkɔɔb Klistɔ.","Mais refuse les jeunes veuves; car, lorsque la volupté les détache du Christ, elles veulent se marier."
1TI.5.12,"abun, ba ban'bwà unsà ikwàndwà ntɔn ban'bɛy ba kyään aba làtàtwɛb.",et se rendent coupables en ce quelles violent leur premier engagement.
1TI.5.13,"Apan sye, ntɔn ubwal, ba bàfàlɔŋkà muyikyà ndwà a ndwà. Yan'söön ube, ba kà nà abwal mpɛl anki, wɛɛ sye baar a itetɛɛn anà bà mun ipɔl.","Avec cela, étant oisives, elles apprennent à aller de maison en maison; et non seulement elles sont oisives, mais encore causeuses et intrigantes, disant ce quil ne faut pas dire."
1TI.5.14,"Abun, mɛ in'kwen naa akweel adim abà asyee bàtɛ bɔr, bàbör baan, bàyaal ndwà aba anà bàkɔ̈ɔ̈n apà abör mbwo atwee.","Je veux donc que les jeunes se marient, quelles aient des enfants, quelles dirigent leur maison, quelles ne donnent à ladversaire aucune occasion de médire;."
1TI.5.15,Ntɔn amwɛy amu ba bàfuràtàdiimà mbwo ntɔn mulab Satanà.,car déjà quelques-unes se sont détournées pour suivre Satan.
1TI.5.16,"Isàkal naa ŋàlàkwikilà mwɛy we anà akweel adim u ywar ande, wɛy nde kabay, waa buur bàkɔɔn akal udu a Ikööŋ, ntɔn Ikööŋ ikwe mubay akweel adim abà ndandaa aŋàyen.","Si quelque fidèle, homme ou femme, a des veuves, quil les assiste, et que lÉglise nen soit point chargée, afin quelle puisse assister celles qui sont véritablement veuves."
1TI.5.17,"Andweer bàfàler Ikööŋ ubwaŋàbwaŋ ban'kwo muwal nsyäŋà mbalà yweel, sin sin ba akwà bàfàwal buur a kölàköl unsà Ndaa anà an'lɔɔŋ.","Que les anciens qui dirigent bien soient jugés dignes dun double honneur, surtout ceux qui travaillent à la prédication et à lenseignement."
1TI.5.18,"Abun, Ndaa Aŋàsɔn itɛɛnà naa: « Twon an'bäm mun a ngɔɔmà utaaŋ undyarà wa mbɛŋ » anà: « Un'syääl an'kwo muwal làfur ande. ».",Car lÉcriture dit: Tu nemmuselleras point le bœuf quand il foule le grain. Et louvrier mérite son salaire.
1TI.5.19,Twon an'kyey mfüün ntɔn un'dweer ukɔɔn imbäl a baar bɔ̈ɔ̈l itàkal atär.,"Ne reçois point daccusation contre un ancien, si ce nest sur la déposition de deux ou trois témoins."
1TI.5.20,"Baar ban'kyer man'be, aŋän u mii a baar banswà, ntɔn bumwɛy sye bàmɛn bɔɔmà.","Ceux qui pèchent, reprends-les devant tous, afin que les autres aussi éprouvent de la crainte."
1TI.5.21,"Mɛ amalɔɔm umii a Nzam, u mii a Klistɔ Yɛsu anà u mii a akyeey in'kyɛɛl: lab indiir abi ukɔɔn nkyɛɛr anà ukɔɔn un'kɔl aŋàyɔŋ.","Je te conjure devant Dieu, devant Jésus-Christ, et devant les anges élus, dobserver ces choses sans prévention, et de ne rien faire par faveur."
1TI.5.22,"Twon an'düül musà mbuur an'kɔɔ, twon an'bilà unsà man'be a mbuur asin. Ngye ŋakwo kal wàŋàpöŋà.","Nimpose les mains à personne avec précipitation, et ne participe pas aux péchés dautrui; toi-même, conserve-toi pur."
1TI.5.23,"Wɛy munwà an'dà mpɛl, wɛɛ nwà sye ndam a man, ntɔn kwiy angye anà an'kyal angye taaŋ lanswà.","Ne continue pas à ne boire que de leau; mais fais usage dun peu de vin, à cause de ton estomac et de tes fréquentes indispositions."
1TI.5.24,"Man'be a baar amwɛy màfàmɛnà kusà mutsul mbar, wɛɛ akà bumwɛy, ma màfàmɛnà ungöngö.","Les péchés de certains hommes sont manifestes, même avant quon les juge, tandis que chez dautres, ils ne se découvrent que dans la suite."
1TI.5.25,"Abun sye, isal a ntsà byàkyer afàmɛnà, itàkal bya akwà mpa byàfàmɛnà agyä byàkwo anki musin akalà byàŋàyee.","De même, les bonnes œuvres sont manifestes, et celles qui ne le sont pas ne peuvent rester cachées."
1TI.6.1,"Wɛy baar banswà abà asɔ bàkyey naa ankum aba ban'kwo muwal nsyäŋà aŋàkwo, ntɔn mbuur ukɔ̈ɔ̈n abɛy ikɔb a Nzam anà an'lɔɔŋ abi.","Que tous ceux qui sont sous le joug de la servitude regardent leurs maîtres comme dignes de tout honneur, afin que le nom de Dieu et la doctrine ne soient pas blasphémés."
1TI.6.2,"Isàkal naa ankum aba bà aŋàlàkwilà, ba bàkwo anki mukabɛy naa ntɔn ba bà atɔŋ. Wɛɛ, wɛy ba basyääl aŋàsöön ubwaŋ, ntɔn baar bàwal bweel a nsyääl aba yàŋàbwaŋ bà aŋàlàkwikilà anà nkween. Indiir abi lɔŋ bya anà swaŋ bya.","Et que ceux qui ont des fidèles pour maîtres ne les méprisent pas, sous prétexte quils sont frères; mais quils les servent dautant mieux que ce sont des fidèles et des bien-aimés qui sattachent à leur faire du bien. Enseigne ces choses et recommande-les."
1TI.6.3,"Isàkal naa mbuur kan'lɔŋ ndaa asin, anà kan'kɔɔn alab ndaa a ndandaa a Mwol abi Klistɔ Yɛsu anà an'lɔɔŋ a inzaam.","Si quelquun enseigne de fausses doctrines, et ne sattache pas aux saines paroles de notre Seigneur Jésus-Christ et à la doctrine qui est selon la piété."
1TI.6.4,"nde wàŋàyɔl a uyɔl, wà insil, wà ŋukyal ntɔn nsyeel a mbaaŋ anà ngwiy a ngɔk, indiir byàfàtwaal un'köl, an'sye, in'tswe, an'kyän an'be.","il est enflé dorgueil, il ne sait rien, et il a la maladie des questions oiseuses et des disputes de mots, doù naissent lenvie, les querelles, les calomnies, les mauvais soupçons."
1TI.6.5,"anà mbaaŋ mpa ifàtsü uboo a baar aŋun'yɛnà aŋàkalà, mpa abye anà ndandaa. Ba bàfàsi naa inzaam kyà mbwo muwal bweel.","les vaines discussions dhommes corrompus dentendement, privés de la vérité, et croyant que la piété est une source de gain."
1TI.6.6,Yà ndandaa naa inzaam kyà bweel a kölàköl akà mbuur afàman un'sak unsà indiir awe nde abya.,"Cest, en effet, une grande source de gain que la piété avec le contentement;."
1TI.6.7,"Ntɔn bi kàtwääl anki akundiir mwɛy u mɛɛn mà, bi sye ikwe anki mufàsyen undiir kan'fà mwo.","car nous navons rien apporté dans le monde, et il est évident que nous nen pouvons rien emporter;."
1TI.6.8,"Abun, isàkal naa bi ibye anà isaa anà ipfɛy, bya byan'kwo ntɔn bi.","si donc nous avons la nourriture et le vêtement, cela nous suffira."
1TI.6.9,"Wɛɛ akà baar bàfàkwen mukal aŋin'naaŋ, ba bàfàbwà u ndɛb, unsà untaam, anà unsà in'lään mbɔɔn myà upool anà myube, amyà ifàmiin baar u mpay anà kukwà.","Mais ceux qui veulent senrichir tombent dans la tentation, dans le piège, et dans beaucoup de désirs insensés et pernicieux qui plongent les hommes dans la ruine et la perdition."
1TI.6.10,"Ntɔn ukwen a ngim bisin a mpay yanswà. Bamwɛy bàbilà afwee mwo, bàkyàdiimà mbwo a làkwikilà, anà bàkyàpɛɛl usaay mbɔɔn ba ŋakwo.","Car lamour de largent est une racine de tous les maux; et quelques-uns, en étant possédés, se sont égarés loin de la foi, et se sont jetés eux-mêmes dans bien des tourments."
1TI.6.11,"Wɛɛ ngye, mbuur a Nzam, tiin indiir abi, waa aleŋ balàbal, inzaam, làkwikilà, ukwen, nkääŋ a mpem, duu.","Pour toi, homme de Dieu, fuis ces choses, et recherche la justice, la piété, la foi, la charité, la patience, la douceur."
1TI.6.12,Nwan ità aŋàbwaŋ kyà làkwikilà. Kaar mɔ̈ɔ̈ a mbul a in'tye awà babel mukyey mpal kàtɛ ngye imbäl a ntsà kyà làkwikilà u mii a ambäl mbɔɔn.,"Combats le bon combat de la foi, saisis la vie éternelle, à laquelle tu as été appelé, et pour laquelle tu as fait une belle confession en présence dun grand nombre de témoins."
1TI.6.13,"Mɛ amaswaŋ u mii a Nzam awà afàpà mɔ̈ɔ̈ akindiir byanswà, anà u mii a Klistɔ Yɛsu awà kàtɛ imbäl ande kyà ntsà u mii a Pɔnsi Pilatu naa:.","Je te recommande, devant Dieu qui donne la vie à toutes choses, et devant Jésus-Christ, qui fit une belle confession devant Ponce Pilate, de garder le commandement."
1TI.6.14,"Lab nswɛɛŋ ukɔɔn mbiin anà ukɔɔn pɛl, tii mpal usyemɛnà Mwol abi Yɛsu Klistɔ.","et de vivre sans tache, sans reproche, jusquà lapparition de notre Seigneur Jésus-Christ."
1TI.6.15,"Mɛɛnà ayi isàkal u taaŋ kàsi ŋun'sak, awà nde mpɛl udu a indiir byanswà, Mfum a amfum, Mwol a amwol.","que manifestera en son temps le bienheureux et seul souverain, le roi des rois, et le Seigneur des seigneurs."
1TI.6.16,"Nde mpɛl mpà afàkwà, awà afàkal u pɛɛlà mwɛy mpa kan'kwo mbuur mwɛy musin tsütsü apà la. Akà mbuur mwɛy kun'mɛn anki anà ukwo anki mukun'man. Làkoo anà ngwal a mbul a in'tye ye anà nde! Wöwöö!.","qui seul possède limmortalité, qui habite une lumière inaccessible, que nul homme na vu ni ne peut voir, à qui appartiennent lhonneur et la puissance éternelle. Amen!."
1TI.6.17,"Aswɛŋ aŋin'naaŋ a mɛɛn mà bàkɔ̈ɔ̈n asɛɛn an'pɛy anà bàkɔ̈ɔ̈n asà làkyän aba unsà in'naaŋ mpa myàfàlam, wɛɛ amu Nzam, awà afipà un'kàbɔ a indiir, ntɔn bi imɛn un'sak unsà bya.","Recommande aux riches du présent siècle de ne pas être orgueilleux, et de ne pas mettre leur espérance dans des richesses incertaines, mais de la mettre en Dieu, qui nous donne avec abondance toutes choses pour que nous en jouissions."
1TI.6.18,"Aswɛŋ ba bàkyer yàŋàbwaŋ, bàkäl aŋin'naaŋ unsà isal a ntsà, bàkäl aŋun'kääb, aŋun'tüüb.","Recommande-leur de faire du bien, dêtre riches en bonnes œuvres, davoir de la libéralité, de la générosité."
1TI.6.19,"Abun, ba bàsàköŋà un'naaŋ a ntsà anà wàngwal ntɔn taaŋ làsàyà ungö, ntɔn musàwal mɔ̈ɔ̈ a ndandaa.","et de samasser ainsi pour lavenir un trésor placé sur un fondement solide, afin de saisir la vie véritable."
1TI.6.20,"Ɔ Tumàtɛ, kaar ubwaŋàbwaŋ an'lɔɔŋ manswà bapɛ. Tiin an'yääm màkɔ̈ɔ̈n ndöŋ anà mpa màfàlab làkwikilà, anà mbaaŋ ayà un'yɛnà un'be.","O Timothée, garde le dépôt, en évitant les discours vains et profanes."
1TI.6.21,"Baar amwɛy abà bàswɛŋ ngaal naa ba bye anà un'yenà un'be awà, ba bàkyàdiimà mbwo a làkwikilà. Wɛy kab a ngway a Nzam làkäl anä ngye!.","et les disputes de la fausse science dont font profession quelques-uns, qui se sont ainsi détournés de la foi. Que la grâce soit avec vous!."
2TI.1.1,"Mɛ Pɔl, ntööm a Klistɔ Yɛsu unsà ukwen a Nzam, asànaa ilää a mɔ̈ö akyà amu Klistɔ Yɛsu.","Paul, apôtre de Jésus-Christ, par la volonté de Dieu, pour annoncer la promesse de la vie qui est en Jésus-Christ."
2TI.1.2,"Akà Tumàtɛ, mwan amɛ wànkween: wɛy Taa Nzam anà Mwol abi Klistɔ Yɛsu bapɛ kab a ngway, mpem a ngyɛb anà duu.","à Timothée, mon enfant bien-aimé: que la grâce, la miséricorde et la paix te soient données de la part de Dieu le Père et de Jésus-Christ notre Seigneur!."
2TI.1.3,"Mɛ an'fuur an'tɔɔn mbɔɔn akà Nzam, awà in'fàsyääl mɛ unsà an'kyän anàbwaŋ, asànaa bàfun'syäälà ankaa amɛ. Taaŋ lanswà, mpib anà mwäänà, mɛ in'fatà din u ngyamàkà amɛ.","Je rends grâces à Dieu, que mes ancêtres ont servi, et que je sers avec une conscience pure, de ce que nuit et jour je me souviens continuellement de toi dans mes prières."
2TI.1.4,"Mɛ insàyɔbà nsaaŋ angye, mɛ in'fàkal anà ngyal akaman mbɔɔn, ntɔn mɛ in'käl aŋàyɔl a un'sak.","me rappelant tes larmes, et désirant te voir afin dêtre rempli de joie."
2TI.1.5,"Mɛ in'fàyɔbà sye làkwikilà a ndandaa awà ngye alà, làkwikilà làtwab atàkal a nkaaŋà wun'kaar Lɔwis anà ngwa Önis. Mɛ an'sà kam naa la là amu ngye sye.","gardant le souvenir de la foi sincère qui est en toi, qui habita dabord dans ton aïeule Loïs et dans ta mère Eunice, et qui, jen suis persuadé, habite aussi en toi."
2TI.1.6,Lalan mɛ amàfayɔɔb naa: fɛl mbaa a kab a Nzam awà ngye alà sɛmà mpal kasi mɛ an'kɔɔ.,Cest pourquoi je texhorte à ranimer le don de Dieu que tu as reçu par limposition de mes mains.
2TI.1.7,"Ntɔn Dweelà kan'pɛ Nzam kà là làbɔɔmà anki, wɛɛ Dweelà a ngwal, là ukwen anà là nkääŋ a mpem.","Car ce nest pas un esprit de timidité que Dieu nous a donné, mais un esprit de force, damour et de sagesse."
2TI.1.8,"Twon an'man nswɛn mutà imbäl a Mwol abi, twon an'man sye nswɛn ntɔn mɛ, mbuur a bɔlokà ntɔn nde. Wɛɛ ngye, man mpay mbwo mwɛy anà mɛ ntɔn Làsaŋ Aŋàbwaŋ, unsà ngwal a Nzam.","Naie donc point honte du témoignage à rendre à notre Seigneur, ni de moi son prisonnier. Mais souffre avec moi pour lÉvangile, par la puissance de Dieu."
2TI.1.9,"awà kitsü mɔ̈ɔ̈ anà kibel mukal un'sɛŋ ande, kà ntɔn isal abi anki, wɛɛ ntɔn mböön ande ŋàkwo anà kab a ngway ande, kab a ngway bipɛ amu Klistɔ Yɛsu kusà a an'taaŋ a mbul a in'tye.","qui nous a sauvés, et nous a adressé une sainte vocation, non à cause de nos œuvres, mais selon son propre dessein, et selon la grâce qui nous a été donnée en Jésus-Christ avant les temps éternels."
2TI.1.10,"Kab a ngway alà lan'yàmɛnà apanà u mbwo a ngyeel a Un'tswää a mɔ̈ɔ̈ abi Klistɔ, awà kàdwä ikɔ̈b a ukwà anà kàmɛɛy mɔ̈ɔ̈ a mbul a in'tye u mbwo a Làsaŋ Aŋàbwaŋ.","et qui a été manifestée maintenant par lapparition de notre Sauveur Jésus-Christ, qui a détruit la mort et a mis en évidence la vie et limmortalité par lÉvangile."
2TI.1.11,"Ntɔn Làsaŋ Aŋàbwaŋ alà ban'si ba un'kyeey, ntööm anà un'lɔɔŋ.","Cest pour cet Évangile que jai été établi prédicateur et apôtre, chargé dinstruire les païens."
2TI.1.12,"Lalan an'fuur mɛ a mpay ayi. Wɛɛ mɛ nswɛn a ya yatɛy, ntɔn mɛ in'kyàyöb naa làkwikilà amɛ là amu nà, làkyän amɛ là naa nde we anà ikɔ̈b mukaar indiir kan'pɛ nde tii Ilä kya.","Et cest à cause de cela que je souffre ces choses; mais jen ai point honte, car je sais en qui jai cru, et je suis persuadé quil a la puissance de garder mon dépôt jusquà ce jour-là."
2TI.1.13,Lab mbaan a ndaa in'kyɛɛl ayi kàwem ngye akà mɛ unsà làkwikilà anà ukwen abà unsà Klistɔ Yɛsu.,Retiens dans la foi et dans la charité qui est en Jésus-Christ le modèle des saines paroles que tu as reçues de moi.
2TI.1.14,"Kaar an'lɔɔŋ manswà amà bapɛ, u mbwo a Dweelà In'kyɛɛl awà amu bi.","Garde le bon dépôt, par le Saint-Esprit qui habite en nous."
2TI.1.15,"Ngye akyàyɔ̈b naa baar a Azi banswà bàkyan'tiin, asànaa Fizyɛl anà Ɛrmɔzyɛl.","Tu sais que tous ceux qui sont en Asie mont abandonné, entre autres Phygelle et Hermogène."
2TI.1.16,"Wɛy Mwol utɔ̈l ngyɛb ande mbɔɔn udu a ndwà a Ɔnɛsifɔr, ntɔn nde kan'lɛɛl mbalà mbɔɔn, kàsàman anki nswɛn a in'siŋ amɛ.","Que le Seigneur répande sa miséricorde sur la maison dOnésiphore, car il ma souvent consolé, et il na pas eu honte de mes chaînes;."
2TI.1.17,"Wɛɛ, pa kàtöl nde Lɔmà, nde kan'leŋ làgyägyä, waa kan'mɛn.","au contraire, lorsquil est venu à Rome, il ma cherché avec beaucoup dempressement, et il ma trouvé."
2TI.1.18,Wɛy Mwol kun'pɛ mbwo muman ubwaŋ apà Mwol kà ilä kya. Mbuur asin watɛy ayöb ubwaŋàbwaŋ asànaa ngye ŋakwo indiir kan'kyeer nde u Ԑfɛsɔ.,Que le Seigneur lui donne dobtenir miséricorde auprès du Seigneur en ce jour-là. Tu sais mieux que personne combien de services il ma rendus à Éphèse.
2TI.2.1,"Abun, ngye, mwan baal amɛ, wal ngwal angye u kab a ngway alà amu Klistɔ Yɛsu.","Toi donc, mon enfant, fortifie-toi dans la grâce qui est en Jésus-Christ."
2TI.2.2,"Ndaa kàwem ngye akà mɛ u mii a ambäl mbɔɔn, lɔŋ ya akà baar a lää ban'kwo mulɔŋ ya sye akà baar asin.","Et ce que tu as entendu de moi en présence de beaucoup de témoins, confie-le à des hommes fidèles, qui soient capables de lenseigner aussi à dautres."
2TI.2.3,Wal kab a mpay làngye asànaa ŋità aŋàbwaŋ a Klistɔ Yɛsu.,"Souffre avec moi, comme un bon soldat de Jésus-Christ."
2TI.2.4,Akà ŋità mwɛy tɛy afàköŋà indiir a mɛɛn mà isàkal naa nde akwen mupà un'sak akà mbuur kun'biil kà isal.,"Il nest pas de soldat qui sembarrasse des affaires de la vie, sil veut plaire à celui qui la enrôlé;."
2TI.2.5,"Abun sye unsà an'taam a unüün, akà ŋan'taam mwɛy uwal anki ndä isàkal naa nde uläb anki in'kɔɔn a unüün.","et lathlète nest pas couronné, sil na combattu suivant les règles."
2TI.2.6,Kab a isaa atàtwɛb làtàkyà akà un'lem.,Il faut que le laboureur travaille avant de recueillir les fruits.
2TI.2.7,Yöb ndaa an'tɛn mɛ: Mwol ayapà un'yɛnà unsà indiir byanswà.,"Comprends ce que je dis, car le Seigneur te donnera de lintelligence en toutes choses."
2TI.2.8,"Un'yɔbà Yɛsu Klistɔ awà kàwiyà uboo a akü, awà mbuur a itoo a David, mulab Làsaŋ Aŋàbwaŋ amɛ.","Souviens-toi de Jésus-Christ, issu de la postérité de David, ressuscité des morts, selon mon Évangile."
2TI.2.9,alà in'kamanà mɛ mpay tii mukambääm in'siŋ asànaa un'dwää. Wɛɛ Ndaa a Nzam kà yàŋàbääm anki!.,pour lequel je souffre jusquà être lié comme un malfaiteur. Mais la parole de Dieu nest pas liée.
2TI.2.10,"Lalan an'kääŋ mɛ mpem aya yanswà ntɔn bàŋàsɔɔl, ba sye bàwɛl mɔ̈ɔ̈, awà amu Klistɔ Yɛsu, anà làkoo a mbul a in'tye.","Cest pourquoi je supporte tout à cause des élus, afin queux aussi obtiennent le salut qui est en Jésus-Christ, avec la gloire éternelle."
2TI.2.11,"Ndaa a ndandaa ban'kwo musà làkwikilà ayi: « Kya bi isàkwà anà nde, bi isàkal sye anà mɔ̈ɔ̈ anà nde.","Cette parole est certaine: Si nous sommes morts avec lui, nous vivrons aussi avec lui;."
2TI.2.12,"Kya bi isàman mpay anà nde, bi isàyaal anà nde. Kya bi isun'tɔn, nde sye akyɛr asitɔn.","si nous persévérons, nous régnerons aussi avec lui; si nous le renions, lui aussi nous reniera;."
2TI.2.13,"Kya bi isàkɔɔn akal bàlää akà nde, nde wà wàlää taaŋ lanswà, ntɔn nde ukwe anki mutɔn nde ŋakwo. ».","si nous sommes infidèles, il demeure fidèle, car il ne peut se renier lui-même."
2TI.2.14,"Yɔbà indiir abi, kyey u mii a Nzam naa yà ubwaŋ muwɛy an'sye ntɔn ngɔk ikɔ̈ɔ̈n ndöŋ, naa tɛy ma idwa mɔ̈ɔ̈ a baar bàweemà ma.","Rappelle ces choses, en conjurant devant Dieu quon évite les disputes de mots, qui ne servent quà la ruine de ceux qui écoutent."
2TI.2.15,"Sà ngwal ngye ŋàkwo mumɛnà u mii a Nzam asànaa mbuur aŋàtsim, un'syääl mpa awe anà nswɛn, awà afàlɔŋ aswalaa Ndaa a ndandaa.","Efforce-toi de te présenter devant Dieu comme un homme éprouvé, un ouvrier qui na point à rougir, qui dispense droitement la parole de la vérité."
2TI.2.16,"Twon an'bilà unsà an'yääm ikɔ̈ɔ̈n ndöŋ anà mpa màfàlab làkwikilà. Baar bàfàbilà afwee amu ma, bàfàkàtsü unsà imbuur.","Évite les discours vains et profanes; car ceux qui les tiennent avanceront toujours plus dans limpiété, et leur parole rongera comme la gangrène."
2TI.2.17,Ndaa aba yà asànaa inkyär aŋàfüünà ifàdyà in'twaŋ. Imɛnɛ anà Filɛtɔs bà abun.,De ce nombre sont Hyménée et Philète.
2TI.2.18,"Ba bàkyàwɛy ndandaa, bàmudwa làkwikilà a baar mutɛn naa ngwiiyà yàkyàyà itaan.","qui se sont détournés de la vérité, disant que la résurrection est déjà arrivée, et qui renversent la foi de quelques uns."
2TI.2.19,"Itàkal abun, an'sin a ngwal kàsi Nzam màŋàtsim, màŋàsà inyɛm a ndaa yi: « Mwol akyàyöb bànde » anà sye: « Wɛy mbuur wanswà afàtà ikɔb a Mwol din, utön an'kyän an'be. ».","Néanmoins, le solide fondement de Dieu reste debout, avec ces paroles qui lui servent de sceau: Le Seigneur connaît ceux qui lui appartiennent; et: Quiconque prononce le nom du Seigneur, quil séloigne de liniquité."
2TI.2.20,"Uboo a ndwà a kölàköl, kà nà indiir a wɔl anà arza mpɛl byàfàkal, wɛɛ byàfàkal sye anà byà in'te anà byà tɔm. Byàtàtwɛb ntɔn ibyääl, byumwɛy ntɔn nsyääl a bunàbun.","Dans une grande maison, il ny a pas seulement des vases dor et dargent, mais il y en a aussi de bois et de terre; les uns sont des vases dhonneur, et les autres sont dun usage vil."
2TI.2.21,"Abun, isàkal naa mbuur mwɛy kan'pɔ̈ŋ nde ŋakwo mukaabà anà indiir abi, nde asàkal undiir mwɛy ntɔn ibyääl, wà in'kyɛɛl, wàndöŋ akà Un'lɔɔŋ, wàŋàkwo ntɔn isal aŋàbwaŋ.","Si donc quelquun se conserve pur, en sabstenant de ces choses, il sera un vase dhonneur, sanctifié, utile à son maître, propre à toute bonne œuvre."
2TI.2.22,"Tiin ilään a ndür a itö, waa aleŋ bàlàbal, làkwikilà, ukwen, duu anà baar abà bàfàbel Mwol u mpem.","Fuis les passions de la jeunesse, et recherche la justice, la foi, la charité, la paix, avec ceux qui invoquent le Seigneur dun cœur pur."
2TI.2.23,"Wɛɛ, ntɔn mbaaŋ ikɔ̈ɔ̈n ndöŋ anà yà upool, yöb naa ya ifàbɔr ngwiy.","Repousse les discussions folles et inutiles, sachant quelles font naître des querelles."
2TI.2.24,"Kyekà, un'syääl a Mwol ukwe anki munwan, wɛɛ nde akal mbuur bàkwen baar banswà, mbuur ayɔ̈b mulɔŋ, anà mukaŋ mpem.","Or, il ne faut pas quun serviteur du Seigneur ait des querelles; il doit, au contraire, avoir de la condescendance pour tous, être propre à enseigner, doué de patience;."
2TI.2.25,Wɛy nde ulwɛŋ asyeel a mbaaŋ unsà duu: taaŋ lumwɛy Nzam ayapà mbwo musɔɔmà anà muyɔ̈b ndandaa.,"il doit redresser avec douceur les adversaires, dans lespérance que Dieu leur donnera la repentance pour arriver à la connaissance de la vérité."
2TI.2.26,"muyàfurà unsà an'kyän aŋàbwaŋ, mutoo kà an'tɛy a ileŋ awà kakäär unsà isɔ ntɔn mulab ukwen ande.","et que, revenus à leur bon sens, ils se dégageront des pièges du diable, qui sest emparé deux pour les soumettre à sa volonté."
2TI.3.1,Yöb naa kà ilä a ntsüü isàkal anà an'taaŋ a mpay.,"Sache que, dans les derniers jours, il y aura des temps difficiles."
2TI.3.2,"Ntɔn baar bàsàbulà aŋunguur, asam a ngim, aŋangaal anà aŋuyɔl, bàsatoo Nzam, aŋun'tswe ngwal akà aböör aba, baar mpa bàfàfuur an'tɔɔn, mpa abye anà inzaam.","Car les hommes seront égoïstes, amis de largent, fanfarons, hautains, blasphémateurs, rebelles à leurs parents, ingrats, irréligieux."
2TI.3.3,"aŋakɔɔrà, bàkɔ̈ɔ̈n ngyɛb, aŋankaabà, bàkɔ̈ɔ̈n nkääŋ a mpem, aŋankyɛl, ayiiŋ a yàŋàbwaŋ.","insensibles, déloyaux, calomniateurs, intempérants, cruels, ennemis des gens de bien."
